rank,type,tier,url,city,state,shop_count
850,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-rowdy-diesel-repair-nashville.html,Nashville,TN,
851,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-wyatt-johnson-ford-service-nashville.html,Nashville,TN,
852,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-gateway-truck-refrigeration-nashville.html,Nashville,TN,
853,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-tsr-llc-nashville.html,Nashville,TN,
854,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-usa-motor-machine-nashville.html,Nashville,TN,
855,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-mhc-kenworth-nashville-nashville.html,Nashville,TN,
856,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-m-d-of-nashville-formerly-dss-pro-diesel-taylor-diesel-nashville.html,Nashville,TN,
857,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-specialized-truck-repair-nashville.html,Nashville,TN,
858,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-dunns-fleet-trailer-services-nashville.html,Nashville,TN,
859,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-jasper-engines-transmissions-nashville.html,Nashville,TN,
860,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-love-s-travel-stop-nashville.html,Nashville,TN,
861,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-tfm-diesel-road-service-nashville.html,Nashville,TN,
862,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-joker-diesel-joker-express-nashville.html,Nashville,TN,
863,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-2nd-shift-diesel-llc-nashville.html,Nashville,TN,
864,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-nashville-rv-repairs-nashville.html,Nashville,TN,
865,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-rush-truck-centers-nashville-central-nashville.html,Nashville,TN,
866,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-all-brothers-truck-and-equipment-repair-nashville.html,Nashville,TN,
867,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-msp-diesel-solutions-nashville.html,Nashville,TN,
868,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-nashville-spring-service-inc-nashville.html,Nashville,TN,
869,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-nashville-truck-repair-nashville.html,Nashville,TN,
870,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-a-b-auto-truck-repair-inc-nashville.html,Nashville,TN,
871,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-rdr-auto-works-nashville.html,Nashville,TN,
872,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-vengeance-automotive-diesel-nashville.html,Nashville,TN,
873,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-west-power-services-nashville.html,Nashville,TN,
874,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-southern-fleet-repair-logistics-llc-nashville.html,Nashville,TN,
875,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-premier-truck-trailer-services-nashville.html,Nashville,TN,
876,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-a-plus-truck-repair-nashville.html,Nashville,TN,
877,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-m-d-nashville-formerly-taylor-diesel-of-nashville-nashville.html,Nashville,TN,
878,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-cummins-sales-and-service-nashville.html,Nashville,TN,
879,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-nashville-auto-diesel-college-nashville.html,Nashville,TN,
880,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-action-gear-and-diesel-nashville.html,Nashville,TN,
881,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-interstate-truck-and-trailer-repair-nashville.html,Nashville,TN,
882,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-acts-fleet-maintenance-service-nashville.html,Nashville,TN,
883,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-cml-truck-and-trailer-repair-nashville-2.html,Nashville,TN,
884,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-bna-truck-parking-nashville.html,Nashville,TN,
885,shop,shops_in_nashville,https://www.i40breakdown.com/shop-tn-united-truck-repair-of-nashville-nashville.html,Nashville,TN,
